# Sea-Bird Data Export
# Original File: C:\CTD\CTD_Data\EMB356\EMB356_011-01_CTD_0010.hex
# Cruise: EMB356
# Station: EMB356_11-1
# Cast: 0010
# GPS Position: 54  9.308 N, 11 17.587 E
# Date: 08.02.2024 08:30:10

ScanCounter,TimeMs,Temperature_C,Pressure_dbar,Conductivity_S_m,Density_kg_m3,Depth_m,Voltage0,Voltage1,Voltage2,Voltage3,Voltage4
3187671227,693185032,-153.682129,-10.390584,5309716624085.456055,2123886650663.879883,-10.390584,18595,39196,17137,28327,65535
3187671227,693185032,-153.682159,-10.390584,5307264218396.749023,2122905688388.396973,-10.390584,18595,39212,16881,36503,65535
3187671228,693185032,-153.682129,-10.390584,5305512919932.062500,2122205169002.522461,-10.390584,18595,39212,16881,36502,65535
3187671228,693185032,-153.682221,-10.390584,5306913841815.290039,2122765537755.813477,-10.390584,18596,39212,16881,32412,65535
3170894011,693185032,-153.682221,-10.390584,5306563562045.250977,2122625425847.797852,-10.390584,18596,39212,17137,11950,65535
3187671228,693185032,-153.682221,-10.390584,5307264133145.716797,2122905654287.984131,-10.390584,18595,39212,16880,65205,65535
3187671228,693185032,-153.682190,-10.390584,5307614478664.778320,2123045792495.608643,-10.390584,18596,39212,17136,65206,65535
3187671228,693185032,-153.682159,-10.390584,5309716581439.996094,2123886633605.695801,-10.390584,18595,39212,17136,65210,65535
3170894012,693185032,-153.682190,-10.390584,5310417317987.779297,2124166928224.809082,-10.390584,18595,39212,17136,48859,65535
3154116796,693185032,-153.682221,-10.390584,5310417275337.022461,2124166911164.506348,-10.390584,18595,39228,17136,40682,65535
3170894012,693185032,-153.682251,-10.390584,5311468488162.073242,2124587396294.526855,-10.390584,14500,39244,16880,40684,65535
3204448444,693185032,-153.682251,-10.390584,5311818929774.731445,2124727572939.590088,-10.390584,18595,39260,17136,44778,65535
3187671228,693185032,-153.682221,-10.390584,5310767682271.328125,2124307073938.228516,-10.390584,18596,39308,17136,48866,65535
3187671228,693185032,-153.682190,-10.390584,5310417317987.779297,2124166928224.809082,-10.390584,18596,39356,16880,48862,65535
3187671228,693185032,-153.682251,-10.390584,5310417232686.430664,2124166894104.269775,-10.390584,18596,39404,16880,48862,65535
3187671228,693185032,-153.682221,-10.390584,5309366123896.428711,2123746450588.268799,-10.390584,18595,39484,17136,52958,65535
3187671228,693185032,-153.682159,-10.390584,5309015848482.840820,2123606340422.833740,-10.390584,18596,39564,16880,32470,65535
3204448444,693185032,-153.682251,-10.390584,5310066837315.325195,2124026735955.827637,-10.390584,14500,39644,16880,24272,65535
3187671228,693185032,-153.682251,-10.390584,5308315033865.619141,2123326014575.945312,-10.390584,18595,39708,17136,20175,65535
3170894012,693185032,-153.682221,-10.390584,5308665414071.305664,2123466166658.219727,-10.390584,18596,39756,16880,24272,65535
3170894012,693185032,-153.682190,-10.390584,5306913884437.909180,2122765554804.861084,-10.390584,18595,39788,17136,32476,65535
3154116796,693185032,-153.682221,-10.390584,5308315076499.327148,2123326031629.428223,-10.390584,18595,39820,16880,40675,65535
3187671228,693185032,-153.682251,-10.390584,5310066837315.325195,2124026735955.827637,-10.390584,18595,39868,17136,40676,65535
3187671228,693185032,-153.682251,-10.390584,5308315033865.619141,2123326014575.945312,-10.390584,18595,39900,17136,44772,65535
3170894012,693185032,-153.682221,-10.390584,5306563562045.250977,2122625425847.797852,-10.390584,18595,39932,17136,61162,65535
3170894012,693185032,-153.682190,-10.390584,5308315119133.200195,2123326048682.977539,-10.390584,18595,39948,16625,7917,65535
3187671229,693185032,-153.682190,-10.390584,5307964793118.795898,2123185918277.215820,-10.390584,18595,39932,16881,7918,65535
3187671229,693185032,-153.682221,-10.390584,5308665414071.305664,2123466166658.219727,-10.390584,18596,39900,16881,12014,65535
3170894013,693185032,-153.682190,-10.390584,5309015805843.174805,2123606323366.967285,-10.390584,18595,39868,16625,16103,65535
3204448445,693185032,-153.682159,-10.390584,5309015848482.840820,2123606340422.833740,-10.390584,18596,39804,16881,16097,65535
3204448445,693185032,-153.682221,-10.390584,5309015763203.673828,2123606306311.166992,-10.390584,18595,39756,17137,16096,65535
3204448445,693185032,-153.682251,-10.390584,5307964707856.840820,2123185884172.433838,-10.390584,18595,39676,17137,16097,65535
3187671229,693185032,-153.682159,-10.390584,5308665499344.846680,2123466200767.635986,-10.390584,18595,39612,17137,28382,65535
3204448445,693185032,-153.682221,-10.390584,5307964750487.735352,2123185901224.791504,-10.390584,18595,39532,16881,40667,65535
3187671229,693185032,-153.682221,-10.390584,5307614436036.532227,2123045775444.310303,-10.390584,14499,39436,17137,40666,65535
3187671229,693185032,-153.682221,-10.390584,5308665414071.305664,2123466166658.219727,-10.390584,18595,39324,17137,44763,65535
3170894013,693185032,-153.682221,-10.390584,5309015763203.673828,2123606306311.166992,-10.390584,18595,39212,17137,40665,65535
3170894013,693185032,-153.682190,-10.390584,5309015805843.174805,2123606323366.967285,-10.390584,18595,39084,17137,36567,65535
3170894013,693185032,-153.682251,-10.390584,5309015720564.335938,2123606289255.431885,-10.390584,18595,38972,17137,36567,65535
3187671229,693185032,-153.682313,-10.390584,5310066752020.265625,2124026701837.803955,-10.390584,18596,38860,16881,40663,65535
3204448446,693185032,-153.682282,-10.390584,5310417190036.004883,2124166877044.099609,-10.390584,18595,38780,17137,24287,65535
3187671230,693185032,-153.682343,-10.390584,5309365953328.825195,2123746382361.227783,-10.390584,18596,38716,17137,3816,65535
3187671230,693185032,-153.682221,-10.390584,5309015763203.673828,2123606306311.166992,-10.390584,18595,38684,17136,65258,65535
3170894014,693185032,-153.682282,-10.390584,5309015677925.167969,2123606272199.764893,-10.390584,18595,38668,17136,65258,65535
3204448446,693185032,-153.682251,-10.390584,5310066837315.325195,2124026735955.827637,-10.390584,18595,38684,17136,61150,65535
3221225662,693185032,-153.682190,-10.390584,5308315119133.200195,2123326048682.977539,-10.390584,18595,38732,17136,52941,65535
3187671230,693185032,-153.682251,-10.390584,5308665371434.784180,2123466149603.611328,-10.390584,18595,38812,17136,48840,65535
3170894014,693185032,-153.682251,-10.390584,5307964707856.840820,2123185884172.433838,-10.390584,18595,38924,17136,48841,65535
3187671230,693185032,-153.682190,-10.390584,5307614478664.778320,2123045792495.608643,-10.390584,14499,39068,16880,44761,65535
3204448446,693185032,-153.682221,-10.390584,5308665414071.305664,2123466166658.219727,-10.390584,18595,39244,17136,36594,65535
3204448446,693185032,-153.682159,-10.390584,5304812421812.526367,2121924969754.708008,-10.390584,18595,39452,17136,32505,65535
3204448446,693185032,-153.682159,-10.390584,5305863122414.864258,2122345249995.643066,-10.390584,18596,39692,17136,32505,65535
3204448446,693185032,-153.682221,-10.390584,5308315076499.327148,2123326031629.428223,-10.390584,18596,39900,17136,40699,65535
3204448446,693185032,-153.682190,-10.390584,5309015805843.174805,2123606323366.967285,-10.390584,14500,40028,17136,48896,65535
3187671230,693185032,-153.682221,-10.390584,5309015763203.673828,2123606306311.166992,-10.390584,14499,40124,16880,48898,65535
3187671230,693185032,-153.682221,-10.390584,5309015763203.673828,2123606306311.166992,-10.390584,14500,40204,16880,52994,65535
3187671230,693185032,-153.682221,-10.390584,5305863037186.337891,2122345215904.232422,-10.390584,18595,40268,17136,52990,65535
3204448447,693185032,-153.682221,-10.390584,5305863037186.337891,2122345215904.232422,-10.390584,18595,40284,17136,52979,65535
3187671231,693185032,-153.682067,-10.390584,5308315289670.353516,2123326116897.838867,-10.390584,18595,40252,17136,52976,65535
3170894015,693185032,-153.682190,-10.390584,5307964793118.795898,2123185918277.215820,-10.390584,18595,40204,17136,52976,65535
3187671231,693185032,-153.682129,-10.390584,5306563689905.169922,2122625476991.765381,-10.390584,18595,40124,17136,61168,65535
3187671231,693185032,-153.682159,-10.390584,5306213379069.753906,2122485352657.598877,-10.390584,14499,40028,16881,20207,65535
3187671231,693185032,-153.682159,-10.390584,5306213379069.753906,2122485352657.598877,-10.390584,18595,39916,16881,28398,65535
3187671231,693185032,-153.682190,-10.390584,5305162601177.531250,2122065041500.709961,-10.390584,18595,39772,16881,28398,65535
3204448447,693185032,-153.682098,-10.390584,5306213464304.567383,2122485386751.524414,-10.390584,18595,39628,17137,12016,65535
3204448447,693185032,-153.682078,-10.390584,5305512990951.928711,2122205197410.468750,-10.390584,14499,39484,16880,7924,65535
3187671231,693185032,-153.682159,-10.390584,5306213379069.753906,2122485352657.598877,-10.390584,14499,39356,16879,44790,65535
3187671231,693185032,-153.682159,-10.390584,5305512877320.364258,2122205151957.843018,-10.390584,14499,39244,16879,40694,65535
3187671231,693185032,-153.682190,-10.390584,5307264175771.149414,2122905671338.157227,-10.390584,14499,39148,16623,48883,65535
3170894016,693185032,-153.682190,-10.390584,5305863079800.517578,2122345232949.904297,-10.390584,18595,39052,17135,65247,65535
3187671232,693185032,-153.682098,-10.390584,5304112097747.302734,2121644840128.618408,-10.390584,18595,38972,16880,7893,65535
3187671232,693185032,-153.682098,-10.390584,5304812507024.838867,2121925003839.632812,-10.390584,18595,38924,17136,7893,65535
3204448448,693185032,-153.682078,-10.390584,5305162757410.313477,2122065103993.822754,-10.390584,14499,38908,17136,7892,65535
3204448448,693185032,-153.682129,-10.390584,5306213421687.078125,2122485369704.528564,-10.390584,14499,38908,17136,11977,65535
3187671232,693185032,-153.682047,-10.390584,5305513033564.069336,2122205214455.325195,-10.390584,14499,38908,16880,16068,65535
3187671232,693185032,-153.682098,-10.390584,5302011147364.021484,2120804459975.305908,-10.390584,18595,38908,17136,16067,65535
3204448448,693185032,-153.682078,-10.390584,5303061598928.790039,2121224640601.213379,-10.390584,18595,38908,17136,24262,65535
3187671232,693185032,-153.682067,-10.390584,5305513005155.958008,2122205203092.080566,-10.390584,14499,38908,16880,61141,65535
3204448448,693185032,-153.682078,-10.390584,5304112126147.803711,2121644851488.818848,-10.390584,14499,38908,16881,11997,65535
3187671232,693185032,-153.682016,-10.390584,5306914125969.222656,2122765651417.386475,-10.390584,14499,38924,17137,16095,65535
3187671232,693185032,-153.682067,-10.390584,5305863250258.896484,2122345301133.255859,-10.390584,14499,38940,16881,16094,65535
3187671232,693185032,-153.682078,-10.390584,5307264332065.824219,2122905733856.027100,-10.390584,18595,38988,17137,3806,65535
3187671233,693185032,-153.682098,-10.390584,5305863207644.053711,2122345284087.318848,-10.390584,18595,39036,16880,65246,65535
3187671233,693185032,-153.682067,-10.390584,5304112140348.083008,2121644857168.930664,-10.390584,18595,39100,16880,61149,65535
3170894017,693185032,-153.682078,-10.390584,5304812535429.088867,2121925015201.333008,-10.390584,14499,39164,16880,61150,65535
3154116801,693185032,-153.682047,-10.390584,5304112168748.695312,2121644868529.175537,-10.390584,14499,39244,16880,57043,65535
3187671233,693185032,-153.682067,-10.390584,5304812549631.243164,2121925020882.194580,-10.390584,14499,39340,17136,52939,65535
3204448449,693185032,-153.682078,-10.390584,5305162757410.313477,2122065103993.822754,-10.390584,18595,39436,17136,52938,65535
3204448449,693185032,-153.682078,-10.390584,5305162757410.313477,2122065103993.822754,-10.390584,18595,39516,16880,57035,65535
3204448449,693185032,-153.682037,-10.390584,5306213549540.048828,2122485420845.716797,-10.390584,18595,39580,16880,20141,65535
3187671233,693185032,-153.682047,-10.390584,5304462367611.955078,2121784948074.479492,-10.390584,18595,39628,17135,56982,65535
3204448449,693185032,-153.682098,-10.390584,5305863207644.053711,2122345284087.318848,-10.390584,18595,39660,17135,52882,65535
3187671233,693185032,-153.682067,-10.390584,5306213506922.226562,2122485403798.587891,-10.390584,14499,39676,16879,56980,65535
3204448449,693185032,-153.682098,-10.390584,5305162729004.188477,2122065092631.372803,-10.390584,14499,39676,16880,3777,65535
3187671233,693185032,-153.682098,-10.390584,5306213464304.567383,2122485386751.524414,-10.390584,18595,39676,17136,16101,65535
3170894017,693185032,-153.682098,-10.390584,5305512962543.927734,2122205186047.268555,-10.390584,18595,39628,17136,16108,65535
3187671233,693185032,-153.682098,-10.390584,5305162729004.188477,2122065092631.372803,-10.390584,18595,39580,16880,20202,65535
3187671233,693185032,-153.682098,-10.390584,5305863207644.053711,2122345284087.318848,-10.390584,14499,39500,17136,11999,65535
3187671234,693185032,-153.682159,-10.390584,5306213379069.753906,2122485352657.598877,-10.390584,14499,39420,16880,7894,65535
3170894018,693185032,-153.682098,-10.390584,5306563732525.471680,2122625494039.885986,-10.390584,14499,39308,17136,3796,65535
3170894018,693185032,-153.682129,-10.390584,5306213421687.078125,2122485369704.528564,-10.390584,18595,39196,17136,7893,65535
3170894018,693185032,-153.682221,-10.390584,5306213293835.600586,2122485318563.937500,-10.390584,18595,39084,17136,32465,65535
3187671234,693185032,-153.682098,-10.390584,5306213464304.567383,2122485386751.524414,-10.390584,18595,38988,17136,57035,65535
3204448450,693185032,-153.682190,-10.390584,5306213336452.594727,2122485335610.735352,-10.390584,14499,38908,16880,65225,65535
3204448450,693185032,-153.682190,-10.390584,5307614478664.778320,2123045792495.608643,-10.390584,14499,38844,16880,65226,65535
3204448450,693185032,-153.682221,-10.390584,5307614436036.532227,2123045775444.310303,-10.390584,18595,38812,17136,48849,65535
3187671234,693185032,-153.682251,-10.390584,5306563519425.611328,2122625408799.942139,-10.390584,14500,38812,17136,28376,65535
3170894018,693185032,-153.682221,-10.390584,5308315076499.327148,2123326031629.428223,-10.390584,18595,38844,17136,24282,65535
3170894018,693185032,-153.682190,-10.390584,5305863079800.517578,2122345232949.904297,-10.390584,18595,38876,17136,24282,65535
3187671234,693185032,-153.682221,-10.390584,5307964750487.735352,2123185901224.791504,-10.390584,18595,38956,17136,48866,65535
3187671234,693185032,-153.682159,-10.390584,5307964835750.023438,2123185935329.706787,-10.390584,14499,39020,16881,16109,65535
3170894018,693185032,-153.682159,-10.390584,5307614521293.192383,2123045809546.974365,-10.390584,18595,39116,17137,28400,65535
3187671234,693185032,-153.682190,-10.390584,5307614478664.778320,2123045792495.608643,-10.390584,14499,39212,16881,28400,65535
3187671234,693185032,-153.682221,-10.390584,5307614436036.532227,2123045775444.310303,-10.390584,18595,39324,16881,20200,65535
3170894018,693185032,-153.682251,-10.390584,5307964707856.840820,2123185884172.433838,-10.390584,18595,39452,17136,65241,65535
3187671234,693185032,-153.682190,-10.390584,5307614478664.778320,2123045792495.608643,-10.390584,18595,39564,16880,61141,65535
3187671234,693185032,-153.682221,-10.390584,5307614436036.532227,2123045775444.310303,-10.390584,18595,39676,17136,61141,65535
3187671235,693185032,-153.682221,-10.390584,5307614436036.532227,2123045775444.310303,-10.390584,18595,39740,17136,61153,65535
3187671235,693185032,-153.682221,-10.390584,5308665414071.305664,2123466166658.219727,-10.390584,14499,39804,16880,57081,65535
3204448451,693185032,-153.682221,-10.390584,5307964750487.735352,2123185901224.791504,-10.390584,18595,39852,16880,52993,65535
3204448451,693185032,-153.682159,-10.390584,5306563647285.030273,2122625459943.709473,-10.390584,18595,39900,16880,52993,65535
3187671235,693185032,-153.682221,-10.390584,5307264133145.716797,2122905654287.984131,-10.390584,18595,39932,16880,52990,65535
3187671235,693185032,-153.682129,-10.390584,5306563689905.169922,2122625476991.765381,-10.390584,18595,39996,17136,44793,65535
3187671235,693185032,-153.682129,-10.390584,5306213421687.078125,2122485369704.528564,-10.390584,14499,40044,16880,40695,65535
3170894019,693185032,-153.682098,-10.390584,5306563732525.471680,2122625494039.885986,-10.390584,18595,40092,16880,44791,65535
3170894019,693185032,-153.682159,-10.390584,5306213379069.753906,2122485352657.598877,-10.390584,14499,40092,16880,52984,65535
3187671235,693185032,-153.682159,-10.390584,5305162643786.251953,2122065058544.198242,-10.390584,18595,40076,16881,24313,65535
3204448451,693185032,-153.682159,-10.390584,5307964835750.023438,2123185935329.706787,-10.390584,18595,40028,16881,40697,65535
3187671235,693185032,-153.682190,-10.390584,5306913884437.909180,2122765554804.861084,-10.390584,18595,39932,17137,40697,65535
3187671235,693185032,-153.682190,-10.390584,5307614478664.778320,2123045792495.608643,-10.390584,18595,39836,17137,20219,65535
3204448451,693185032,-153.682098,-10.390584,5306563732525.471680,2122625494039.885986,-10.390584,18595,39724,16624,16125,65535
3204448451,693185032,-153.682098,-10.390584,5307264303648.445312,2122905722489.075439,-10.390584,18595,39612,16879,48894,65535
3170894019,693185032,-153.682098,-10.390584,5308665584619.050781,2123466234877.317627,-10.390584,18595,39532,16367,48894,65535
3170894019,693185032,-153.682129,-10.390584,5305863165029.375977,2122345267041.447754,-10.390584,18595,39484,16879,61179,65535
3204448451,693185032,-153.682067,-10.390584,5307264346274.541016,2122905739539.513672,-10.390584,18595,39452,16624,48872,65535
3204448452,693185032,-153.682098,-10.390584,5306563732525.471680,2122625494039.885986,-10.390584,18595,39436,16881,3807,65535
3187671236,693185032,-153.682098,-10.390584,5307264303648.445312,2122905722489.075439,-10.390584,14500,39404,16625,7902,65535
3170894020,693185032,-153.682159,-10.390584,5307614521293.192383,2123045809546.974365,-10.390584,18596,39356,16881,3808,65535
3154116804,693185032,-153.682129,-10.390584,5305512919932.062500,2122205169002.522461,-10.390584,18595,39324,16880,52961,65535
3154116804,693185032,-153.682159,-10.390584,5306213379069.753906,2122485352657.598877,-10.390584,18595,39260,16624,44769,65535
3170894020,693185032,-153.682129,-10.390584,5308315204401.446289,2123326082790.275879,-10.390584,18595,39180,16880,44769,65535
3187671236,693185032,-153.682159,-10.390584,5306913927060.695312,2122765571853.975586,-10.390584,18595,39084,16624,44770,65535
3187671236,693185032,-153.682159,-10.390584,5308315161767.240234,2123326065736.593506,-10.390584,18595,39004,16623,65258,65535
3170894020,693185032,-153.682129,-10.390584,5305863165029.375977,2122345267041.447754,-10.390584,18596,38940,16879,40686,65535
3170894020,693185032,-153.682190,-10.390584,5306213336452.594727,2122485335610.735352,-10.390584,14499,38876,16623,36591,65535
3187671236,693185032,-153.682129,-10.390584,5306213421687.078125,2122485369704.528564,-10.390584,18595,38844,16623,40685,65535
3187671236,693185032,-153.682190,-10.390584,5306213336452.594727,2122485335610.735352,-10.390584,18595,38828,17135,57035,65535
3187671236,693185032,-153.682129,-10.390584,5307264261022.513672,2122905705438.702881,-10.390584,18595,38828,16879,65207,65535
3204448452,693185032,-153.682159,-10.390584,5306563647285.030273,2122625459943.709473,-10.390584,18595,38844,16880,3764,65535
3204448452,693185032,-153.682129,-10.390584,5307614563921.769531,2123045826598.405273,-10.390584,14499,38876,16880,3766,65535
3187671236,693185032,-153.682098,-10.390584,5307614606550.514648,2123045843649.903320,-10.390584,14499,38908,16880,20176,65535
3187671236,693185032,-153.682190,-10.390584,5305512834708.830078,2122205134913.229492,-10.390584,22691,38988,17136,32481,65535
3187671236,693185032,-153.682190,-10.390584,5306913884437.909180,2122765554804.861084,-10.390584,18595,39052,17136,32484,65535
3187671236,693185032,-153.682221,-10.390584,5307614436036.532227,2123045775444.310303,-10.390584,18596,39132,16880,36579,65535
